"1845-03-04 12:00 PM","","No","Day","03/04/1845: James K. Polk is inaugurated as the eleventh Presi…","James K. Polk is inaugurated as the eleventh President of the United States.","James K. Polk"
"1845-06-25 12:00 PM","","No","Day","06/25/1845: General Zachary Taylor receives orders from Polk t…","General Zachary Taylor receives orders from Polk to move his troops from Fort Jesup in Louisiana to a position “on or near the Rio Grande” in Texas to discourage a Mexican invasion.","James K. Polk"
"1845-07-01 12:00 PM","","No","Month","07/1845: New York Jacksonian Democrat, John L. O'Sullivan, accuses…","New York Jacksonian Democrat, John L. O'Sullivan, accuses opponents of Texas annexation of “limiting our greatness and checking the fulfillment of our manifest destiny to overspread the continent allotted by Providence for the free development of our yearly multiplying millions.”  The term, “Manifest Destiny,” quickly becomes the label used to encapsulate the belief among Americans in their country's God-given right to expand its territory and institutions.","James K. Polk"
"1845-10-10 12:00 PM","","No","Day","10/10/1845: Under the direction of Secretary of the Navy Georg…","Under the direction of Secretary of the Navy George Bancroft, the Naval Academy opens at Annapolis, Maryland.","James K. Polk"
"1845-12-29 12:00 PM","","No","Day","12/29/1845: Texas is admitted as a slave state, making it the …","Texas is admitted as a slave state, making it the twenty-eighth state in the Union.","James K. Polk"
"1845-01-01 12:00 PM","1846-12-31 12:00 PM","Yes","Year","1845: The great Irish potato famine forces huge waves of…","The great Irish potato famine forces huge waves of starving immigrants to the United States, sparking anti-Catholic, nativist backlashes.","James K. Polk"
"1846-02-04 12:00 PM","","No","Day","02/04/1846: The Mormon migration to Utah, led by Brigham Young…","The Mormon migration to Utah, led by Brigham Young, begins. ","James K. Polk"
"1846-05-13 12:00 PM","","No","Day","05/13/1846: Congress declares war on Mexico after American tro…","Congress declares war on Mexico after American troops, under General Zachary Taylor, clash with Mexican troops on the north bank of the Rio Grande. ","James K. Polk"
"1846-06-14 12:00 PM","","No","Day","06/14/1846: In the Bear Flag Revolt, approximately thirty Amer…","In the Bear Flag Revolt, approximately thirty American settlers (anticipating the Mexican War) take over a small Mexican garrison in Sonoma, California, and declare California a free and independent republic. ","James K. Polk"
"1846-06-15 12:00 PM","","No","Day","06/15/1846: The Oregon Treaty establishes the 49th parallel as…","The Oregon Treaty establishes the 49th parallel as the border between British and American claims to the Oregon Territory, granting the United States clear title to present-day Idaho, Washington, Oregon, and Montana, while granting to Britain territory above the 49th parallel and full control over Vancouver Island. ","James K. Polk"
