"1945-04-12 12:00 PM","","No","Day","04/12/1945: President Franklin D. Roosevelt dies in Warm Sprin…","President Franklin D. Roosevelt dies in Warm Spring, Georgia; Harry S. Truman becomes the thirty-third President of the United States.","Harry S. Truman"
"1945-05-08 12:00 PM","","No","Day","05/08/1945: Germany surrenders, ending World War II in Europe.…","Germany surrenders, ending World War II in Europe. ","Harry S. Truman"
"1945-07-17 12:00 PM","1945-08-02 12:00 PM","Yes","Day","07/17/1945: Representatives from the United States, Britain, a…","Representatives from the United States, Britain, and the Soviet Union attend the Potsdam Conference. ","Harry S. Truman"
"1945-08-06 12:00 PM","","No","Day","08/06/1945: The United States drops an atomic bomb on Hiroshim…","The United States drops an atomic bomb on Hiroshima, Japan. ","Harry S. Truman"
"1945-08-09 12:00 PM","","No","Day","08/09/1945: The United States drops an atomic bomb on Nagasaki…","The United States drops an atomic bomb on Nagasaki, Japan. ","Harry S. Truman"
"1945-08-14 12:00 PM","","No","Day","08/14/1945: Japan surrenders, ending World War II in…","Japan surrenders, ending World War II in Asia. ","Harry S. Truman"
"1945-09-06 12:00 PM","","No","Day","09/06/1945: Truman presents Congress with his 21-point plan fo…","Truman presents Congress with his 21-point plan for Reconversion. ","Harry S. Truman"
"1946-02-20 12:00 PM","","No","Day","02/20/1946: Truman signs the Employment Ac…","Truman signs the Employment Act. ","Harry S. Truman"
"1946-02-22 12:00 PM","","No","Day","02/22/1946: State Department official George Kennan, serving i…","State Department official George Kennan, serving in the Soviet Union, sends his “Long Telegram,” in which he analyzes the sources of Soviet conduct and Moscow's geopolitical intentions, and suggests American responses. ","Harry S. Truman"
"1946-03-05 12:00 PM","","No","Day","03/05/1946: Winston Churchill delivers his “Iron Curtain” spee…","Winston Churchill delivers his “Iron Curtain” speech at Westminster College in Fulton, Missouri. ","Harry S. Truman"
"1946-09-12 12:00 PM","","No","Day","09/12/1946: Secretary of Commerce Henry Wallace criticizes U.S…","Secretary of Commerce Henry Wallace criticizes U.S. foreign policy in a speech in New York City. ","Harry S. Truman"
"1946-09-20 12:00 PM","","No","Day","09/20/1946: Truman asks for, and receives,…","Truman asks for, and receives, Wallace's resignation. ","Harry S. Truman"
"1946-11-05 12:00 PM","","No","Day","11/05/1946: In the midterm elections, the Republican Party win…","In the midterm elections, the Republican Party wins control of Congress. ","Harry S. Truman"
"1947-03-12 12:00 PM","","No","Day","03/12/1947: Truman delivers his “Truman Doctrine” speech to Co…","Truman delivers his “Truman Doctrine” speech to Congress, asking for a $400 million appropriation to fight the spread of Communism in Greece and Turkey. ","Harry S. Truman"
"1947-03-21 12:00 PM","","No","Day","03/21/1947: Truman creates the Federal Employee Loyalty Progra…","Truman creates the Federal Employee Loyalty Program via Executive Order 9835. ","Harry S. Truman"
"1947-04-15 12:00 PM","","No","Day","04/15/1947: Jackie Robinson plays his first game with the Broo…","Jackie Robinson plays his first game with the Brooklyn Dodgers and integrates major league baseball. ","Harry S. Truman"
"1947-05-22 12:00 PM","","No","Day","05/22/1947: Truman signs the “Truman Doctrine” appropriation a…","Truman signs the “Truman Doctrine” appropriation approved by Congress for Greece and Turkey. ","Harry S. Truman"
"1947-06-05 12:00 PM","","No","Day","06/05/1947: George Marshall proposes economic aid to Europe in…","George Marshall proposes economic aid to Europe in an address at Harvard University. Officially titled the Economic Recovery Program, the package becomes known as the “Marshall Plan.” ","Harry S. Truman"
"1947-06-20 12:00 PM","","No","Day","06/20/1947: Truman vetoes the Taft-Hartley…","Truman vetoes the Taft-Hartley Act. ","Harry S. Truman"
"1947-06-23 12:00 PM","","No","Day","06/23/1947: Congress overrides Truman's veto of the Taft-Hartl…","Congress overrides Truman's veto of the Taft-Hartley Act. ","Harry S. Truman"
"1947-06-29 12:00 PM","","No","Day","06/29/1947: Truman addresses the NAACP, the first President to…","Truman addresses the NAACP, the first President to do so. ","Harry S. Truman"
"1947-07-26 12:00 PM","","No","Day","07/26/1947: The National Security Act passes Congress, creatin…","The National Security Act passes Congress, creating the National Security Council, the Central Intelligence Agency, the Department of Defense, and the National Security Resources Board. ","Harry S. Truman"
"1948-02-02 12:00 PM","","No","Day","02/02/1948: Truman sends a message to Congress asking for legi…","Truman sends a message to Congress asking for legislation to secure the civil rights of the nation's minorities. ","Harry S. Truman"
"1948-04-02 12:00 PM","","No","Day","04/02/1948: Congress passes the European Recovery Pr…","Congress passes the European Recovery Program (the “Marshall Plan”). ","Harry S. Truman"
"1948-05-14 12:00 PM","","No","Day","05/14/1948: The United States recognizes the state of Israel. …","The United States recognizes the state of Israel. ","Harry S. Truman"
"1948-06-24 12:00 PM","","No","Day","06/24/1948: The Soviet Union blockades the overland access rou…","The Soviet Union blockades the overland access routes to West Berlin. ","Harry S. Truman"
"1948-06-24 12:00 PM","","No","Day","06/24/1948: Governor Thomas Dewey of New York accepts the Repu…","Governor Thomas Dewey of New York accepts the Republican Party nomination for President. ","Harry S. Truman"
"1948-06-26 12:00 PM","","No","Day","06/26/1948: In conjunction with the British, Truman orders the…","In conjunction with the British, Truman orders the airlifting of supplies into West Berlin. ","Harry S. Truman"
"1948-07-15 12:00 PM","","No","Day","07/15/1948: Truman accepts the Democratic Party nomination for…","Truman accepts the Democratic Party nomination for President and calls for a special session of Congress. ","Harry S. Truman"
"1948-07-26 12:00 PM","","No","Day","07/26/1948: At the opening of a special session of the 80th Co…","At the opening of a special session of the 80th Congress, Truman asks for legislation on housing, civil rights, and price controls. The same day, the President signs Executive Order 9981, which desegregates the Armed Forces. ","Harry S. Truman"
"1948-09-06 12:00 PM","1948-10-30 12:00 PM","Yes","Day","09/06/1948: Truman campaigns for the presidency throughout the…","Truman campaigns for the presidency throughout the nation (except for the South) and attacks the record of the “do nothing” Republican-controlled Congress. ","Harry S. Truman"
"1948-11-02 12:00 PM","","No","Day","11/02/1948: Truman is elected President. The Democratic Party …","Truman is elected President. The Democratic Party retakes both the Senate and the House of Representatives. ","Harry S. Truman"
"1949-01-05 12:00 PM","","No","Day","01/05/1949: Truman proposes the “Fair Deal” in his State of th…","Truman proposes the “Fair Deal” in his State of the Union address. ","Harry S. Truman"
"1949-04-04 12:00 PM","","No","Day","04/04/1949: Twelve nations from Europe and North America sign …","Twelve nations from Europe and North America sign the North Atlantic Treaty. ","Harry S. Truman"
"1949-05-12 12:00 PM","","No","Day","05/12/1949: The Soviet Union lifts the Berlin blocka…","The Soviet Union lifts the Berlin blockade. ","Harry S. Truman"
"1949-07-15 12:00 PM","","No","Day","07/15/1949: Truman signs the Housing Act, establishing a natio…","Truman signs the Housing Act, establishing a national housing agency and providing federal aid to slum clearance programs and low-cost housing projects. ","Harry S. Truman"
"1949-08-04 12:00 PM","","No","Day","08/04/1949: The State Department issues its “White Paper” on C…","The State Department issues its “White Paper” on China. ","Harry S. Truman"
"1949-09-23 12:00 PM","","No","Day","09/23/1949: Truman announces that the Soviet Union has detonat…","Truman announces that the Soviet Union has detonated an atomic bomb. ","Harry S. Truman"
"1949-10-01 12:00 PM","","No","Day","10/01/1949: Mao Zedong announces the establishment of the Peop…","Mao Zedong announces the establishment of the People's Republic of China. ","Harry S. Truman"
"1949-10-26 12:00 PM","","No","Day","10/26/1949: Congress raises the minimum wage from forty cents …","Congress raises the minimum wage from forty cents to seventy-five cents an hour. ","Harry S. Truman"
"1950-01-31 12:00 PM","","No","Day","01/31/1950: Truman announces that the United States will devel…","Truman announces that the United States will develop a hydrogen bomb. ","Harry S. Truman"
"1950-02-09 12:00 PM","","No","Day","02/09/1950: Senator Joseph McCarthy (R-WI) speaks in Wheeling,…","Senator Joseph McCarthy (R-WI) speaks in Wheeling, West Virginia, and charges that the State Department employs 205 known Communists. ","Harry S. Truman"
"1950-02-14 12:00 PM","","No","Day","02/14/1950: Mao and Stalin sign the Sino-Soviet alli…","Mao and Stalin sign the Sino-Soviet alliance. ","Harry S. Truman"
"1950-04-07 12:00 PM","","No","Day","04/07/1950: The National Security Council presents N…","The National Security Council presents NSC-68: United States Objectives and Programs for National Security to Truman. ","Harry S. Truman"
"1950-05-24 12:00 PM","","No","Day","05/24/1950: The <i>Wall Street Journal</i> reports that the nu…","The <i>Wall Street Journal</i> reports that the number of married women who work outside the home has increased by 90 percent over the previous ten years. ","Harry S. Truman"
"1950-06-25 12:00 PM","","No","Day","06/25/1950: North Korea invades South Kore…","North Korea invades South Korea. ","Harry S. Truman"
"1950-06-30 12:00 PM","","No","Day","06/30/1950: Truman announces that he has ordered American grou…","Truman announces that he has ordered American ground forces stationed in Japan to Korea. General Douglas MacArthur commands the U.S. (and United Nations) troops. ","Harry S. Truman"
"1950-08-28 12:00 PM","","No","Day","08/28/1950: Truman signs the 1950 Social Security Amendments, …","Truman signs the 1950 Social Security Amendments, expanding coverage and increasing benefits. ","Harry S. Truman"
"1950-09-15 12:00 PM","","No","Day","09/15/1950: United States military forces successfully spearhe…","United States military forces successfully spearhead a counterattack at Inchon, South Korea. ","Harry S. Truman"
"1950-09-22 12:00 PM","","No","Day","09/22/1950: Truman vetoes the Internal Security Act.…","Truman vetoes the Internal Security Act. ","Harry S. Truman"
"1950-09-23 12:00 PM","","No","Day","09/23/1950: Congress passes the Internal Security Act over Tru…","Congress passes the Internal Security Act over Truman's veto. ","Harry S. Truman"
"1950-09-23 12:00 PM","","No","Day","09/23/1950: Truman signs the Revenue Act of 1950, increasing c…","Truman signs the Revenue Act of 1950, increasing corporation and income taxes. ","Harry S. Truman"
"1950-10-15 12:00 PM","","No","Day","10/15/1950: Truman meets with MacArthur on Wake Island to disc…","Truman meets with MacArthur on Wake Island to discuss America's Far East policy. ","Harry S. Truman"
"1950-11-07 12:00 PM","","No","Day","11/07/1950: Republicans make significant gains in congressiona…","Republicans make significant gains in congressional mid-term elections. ","Harry S. Truman"
"1950-11-26 12:00 PM","","No","Day","11/26/1950: China launches a massive counteroffensive against …","China launches a massive counteroffensive against American advances in North Korea. ","Harry S. Truman"
"1950-12-16 12:00 PM","","No","Day","12/16/1950: Truman proclaims a state of national emergency and…","Truman proclaims a state of national emergency and imposes wage and price controls. ","Harry S. Truman"
"1951-04-05 12:00 PM","","No","Day","04/05/1951: Julius and Ethel Rosenberg are sentenced to death …","Julius and Ethel Rosenberg are sentenced to death following their convictions on conspiring to provide secret information to the Soviet Union. ","Harry S. Truman"
"1951-04-11 12:00 PM","","No","Day","04/11/1951: Truman relieves General Douglas MacArthur from his…","Truman relieves General Douglas MacArthur from his command of both U.S. and U.N. forces in Korea. ","Harry S. Truman"
"1951-06-25 12:00 PM","","No","Day","06/25/1951: The first color television program is broadcast, b…","The first color television program is broadcast, but no color sets are available for sale. ","Harry S. Truman"
"1951-10-10 12:00 PM","","No","Day","10/10/1951: Truman signs the Mutual Security Act, authorizing …","Truman signs the Mutual Security Act, authorizing more than $7 billion for foreign economic, military, and technical aid. ","Harry S. Truman"
"1952-03-29 12:00 PM","","No","Day","03/29/1952: Truman declares that he will not be a candidate fo…","Truman declares that he will not be a candidate for re-election. ","Harry S. Truman"
"1952-04-08 12:00 PM","","No","Day","04/08/1952: Truman signs an Executive Order directing the secr…","Truman signs an Executive Order directing the secretary of commerce to seize steel mills in order to prevent a strike by steel workers. ","Harry S. Truman"
"1952-06-02 12:00 PM","","No","Day","06/02/1952: The Supreme Court declares the seizure of steel mi…","The Supreme Court declares the seizure of steel mills unconstitutional in a six-to-three vote. ","Harry S. Truman"
"1952-06-25 12:00 PM","","No","Day","06/25/1952: Truman vetoes the McCarran-Walter Immigration Bill…","Truman vetoes the McCarran-Walter Immigration Bill. ","Harry S. Truman"
"1952-06-27 12:00 PM","","No","Day","06/27/1952: The House of Representatives and the Senate overri…","The House of Representatives and the Senate override Truman's veto of the McCarran-Walter Act. ","Harry S. Truman"
"1952-07-11 12:00 PM","","No","Day","07/11/1952: General Dwight D. Eisenhower receives the Republic…","General Dwight D. Eisenhower receives the Republican nomination for President. ","Harry S. Truman"
"1952-07-26 12:00 PM","","No","Day","07/26/1952: Governor Adlai Stevenson (IL) receives the Democra…","Governor Adlai Stevenson (IL) receives the Democratic nomination for President. ","Harry S. Truman"
"1951-09-02 12:00 PM","1952-11-01 12:00 PM","Yes","Month","09/1951: Truman campaigns on behalf of Democratic candidate…","Truman campaigns on behalf of Democratic candidate Adlai Stevenson. ","Harry S. Truman"
"1952-11-01 12:00 PM","","No","Day","11/01/1952: The United States detonates the first hydrogen bom…","The United States detonates the first hydrogen bomb. ","Harry S. Truman"
