"1909-03-04 12:00 PM","","No","Day","03/04/1909: William Howard Taft takes the oath of office, beco…","William Howard Taft takes the oath of office, becoming the twenty-seventh President of the United States. Taft had been handpicked by his predecessor, Theodore Roosevelt, and trusted to carry through Theodore Roosevelt's progressivism. Not surprisingly, Taft makes many references to his “distinguished predecessor” in his inaugural address. Nevertheless, a newfound chill had arisen between the two men, mirroring the frigid temperatures in the capital that day.","William Taft"
"1909-03-15 12:00 PM","","No","Day","03/15/1909: A special session of the United States Congress co…","A special session of the United States Congress convenes to consider revision of the tariff. On March 16, Taft sends a special message to Congress urging prompt revision of the tariff. ","William Taft"
"1909-04-06 12:00 PM","","No","Day","04/06/1909: Robert E. Peary reaches the North Pole. …","Robert E. Peary reaches the North Pole. ","William Taft"
"1909-05-17 12:00 PM","","No","Day","05/17/1909: Helen “Nellie” Taft suffers a stroke, leaving her …","Helen “Nellie” Taft suffers a stroke, leaving her speech impaired.  Her recovery lasts approximately one year. ","William Taft"
"1909-06-16 12:00 PM","","No","Day","06/16/1909: Delivering a message to Congress, Taft proposes a …","Delivering a message to Congress, Taft proposes a two-percent tax on the net income of all corporations except banks, which he believes will make up for revenue lost by tariff reductions. He also proposes that Congress adopt a constitutional amendment that would permit the collection of personal federal income taxes. ","William Taft"
"1909-07-12 12:00 PM","","No","Day","07/12/1909: The Senate passes a resolution calling for a sixte…","The Senate passes a resolution calling for a sixteenth amendment to the Constitution, authorizing Congress to collect income taxes. ","William Taft"
"1909-07-15 12:00 PM","","No","Day","07/15/1909: Taft cables the Chinese regent Prince Chun, reques…","Taft cables the Chinese regent Prince Chun, requesting that China grant American investors a share of a loan that had been floated in Europe for the purposes of building a railroad in southern China.  The Chinese reluctantly grant the United States investment privileges. ","William Taft"
"1909-08-06 12:00 PM","","No","Day","08/06/1909: Taft signs the Payne-Aldrich Tariff Act, which est…","Taft signs the Payne-Aldrich Tariff Act, which establishes a Tariff Board and reduces the tariff. ","William Taft"
"1909-09-14 12:00 PM","","No","Day","09/14/1909: President Taft begins a tour of the southern and w…","President Taft begins a tour of the southern and western states of the United States. ","William Taft"
"1909-09-17 12:00 PM","","No","Day","09/17/1909: While on a tour of the United States, Taft calls t…","While on a tour of the United States, Taft calls the Payne-Aldrich Act “the best” tariff bill ever passed by the Republican Party, leaving both Republican progressives and party regulars dismayed. ","William Taft"
"1909-10-16 12:00 PM","","No","Day","10/16/1909: Taft visits Mexican dictator P…","Taft visits Mexican dictator Porfirio DÌaz at El Paso, Texas, and at Juarez, Mexico. ","William Taft"
"1909-11-10 12:00 PM","","No","Day","11/10/1909: Taft returns from his trip across the United State…","Taft returns from his trip across the United States, having made 259 speeches. An observer in Winona, MN comments about Taft, “I knew he was good natured but I never dreamed he was so dull.” ","William Taft"
